"hisco" "hiscam"
14120 95.41
14120 97.7
15120 81.62
15120 79.8
15920 81.62
15920 82.12
16120 74.04
16120 67.33
31040 71.8
31040 68.18
55220 37.18
55220 41.45
55230 41.45
55230 37.18
56030 41.45
56030 55.97
57030 59.34
57030 59.34
58320 95.41
58320 61.25
58930 61.25
58930 64.16
61270 62.83
61270 62.83
62720 53.84
62720 53.84
64120 46.18
64120 46.18
